4.930, 0.2465, 4.6681
4.940, 0.2470, 4.8127
4.950, 0.2475, 4.7493
4.960, 0.2480, 4.9068
4.970, 0.2485, 4.7403
4.980, 0.2490, 4.8408
4.990, 0.2495, 4.8281
5.000, 0.2500, 4.8331
5.010, 0.2505, 4.8977
5.020, 0.2510, 4.8958
5.030, 0.2515, 4.9743
5.040, 0.2520, 4.8466
5.050, 0.2525, 4.8893
5.060, 0.2530, 4.7660
5.070, 0.2535, 4.9082
5.080, 0.2540, 4.8813
5.090, 0.2545, 4.8647
5.100, 0.2550, 4.8297
5.110, 0.2555, 4.8873
5.120, 0.2560, 5.0479
5.130, 0.2565, 4.9895
5.140, 0.2570, 5.0041
5.150, 0.2575, 4.9578
5.160, 0.2580, 4.9997
5.170, 0.2585, 5.0298
5.180, 0.2590, 4.9753
5.190, 0.2595, 4.9607
5.200, 0.2600, 4.9364
5.210, 0.2605, 5.0558
5.220, 0.2610, 5.0889
5.230, 0.2615, 5.0791
5.240, 0.2620, 5.1545
5.250, 0.2625, 5.1453
5.260, 0.2630, 5.0332
5.270, 0.2635, 5.1043
5.280, 0.2640, 5.1547
5.290, 0.2645, 5.0536
5.300, 0.2650, 5.1212
5.310, 0.2655, 5.2844
5.320, 0.2660, 5.2185
5.330, 0.2665, 5.0590
5.340, 0.2670, 5.0517
5.350, 0.2675, 5.2195
5.360, 0.2680, 5.3735
5.370, 0.2685, 5.2996
5.380, 0.2690, 5.2835
5.390, 0.2695, 5.2989
5.400, 0.2700, 5.2809
5.410, 0.2705, 5.2685
5.420, 0.2710, 5.3565
5.430, 0.2715, 5.4029
5.440, 0.2720, 5.3648
5.450, 0.2725, 5.2982
5.460, 0.2730, 5.3439
5.470, 0.2735, 5.2931
5.480, 0.2740, 5.3690
5.490, 0.2745, 5.3433
5.500, 0.2750, 5.3793
5.510, 0.2755, 5.4200
5.520, 0.2760, 5.4007
5.530, 0.2765, 5.3937
5.540, 0.2770, 5.4863
5.550, 0.2775, 5.4103
5.560, 0.2780, 5.3285
5.570, 0.2785, 5.3848
5.580, 0.2790, 5.4534
5.590, 0.2795, 5.3734
5.600, 0.2800, 5.4549
5.610, 0.2805, 5.4308
5.620, 0.2810, 5.4156
5.630, 0.2815, 5.4286
5.640, 0.2820, 5.4794
5.650, 0.2825, 5.5551
5.660, 0.2830, 5.4101
5.670, 0.2835, 5.4481
5.680, 0.2840, 5.4959
5.690, 0.2845, 5.5766
5.700, 0.2850, 5.4838
5.710, 0.2855, 5.5708
5.720, 0.2860, 5.4179
5.730, 0.2865, 5.5103
5.740, 0.2870, 5.5948
5.750, 0.2875, 5.5972
5.760, 0.2880, 5.5715
5.770, 0.2885, 5.6643
5.780, 0.2890, 5.4971
5.790, 0.2895, 5.5962
5.800, 0.2900, 5.6442
5.810, 0.2905, 5.5571
5.820, 0.2910, 5.6218
5.830, 0.2915, 5.6919
5.840, 0.2920, 5.7145
5.850, 0.2925, 5.6818
5.860, 0.2930, 5.6374
5.870, 0.2935, 5.6727
5.880, 0.2940, 5.6878
5.890, 0.2945, 5.8156
